EstablecimientoCodigo,EstablecimientoGlosa,RegionCodigo,RegionGlosa,ComunaCodigo,ComunaGlosa,ServicioSaludCodigo,ServicioSaludGlosa,TipoEstablecimiento,DependenciaAdministrativa,NivelAtencion,TipoUrgencia,Latitud,Longitud,NivelComplejidad,Anio,SemanaEstadistica,OrdenCausa,Causa,NumTotal,NumMenor1Anio,Num1a4Anios,Num5a14Anios,Num15a64Anios,Num65oMas,FechaAtencionTexto,SexoPaciente,PrioridadTriage,CostoAtencionCLP
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,2,Infeccion respiratoria aguda alta,174,7,17,34,83,33,16-01-2023,M,C2,76972.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,3,Bronquitis/Bronquiolitis aguda,204,66,52,41,38,7,16-01-2023,F,C1,109710.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,4,Crisis asmática,151,6,14,39,75,17,2023/01/16,M,C1,43460.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,5,Insuficiencia respiratoria aguda,102,3,3,6,39,51,16.01.23,F,C3,125344.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,3,6,COVID-19 sospecha/confirmada,244,14,23,52,115,40,2023/01/16,F,C3,100746.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,1,Influenza y neumonia,150,4,24,21,67,34,23-01-2023,F,C3,99270.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,129,8,16,23,66,16,23.01.23,F,C2,127073.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,184,56,49,31,43,5,23-01-2023,M,C3,28683.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,4,Crisis asmática,122,7,17,26,54,18,23-01-2023,F,C3,104962.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,116,6,10,5,40,55,23.01.23,F,C4,121488.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,159,12,23,27,77,20,23.01.23,M,C2,99486.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,1,Influenza y neumonia,92,5,10,18,39,20,23-01-2023,F,C4,59136.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,99,6,15,19,46,13,23-01-2023,M,C2,88343.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,247,83,56,53,46,9,2023/01/23,M,C4,119387.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,4,Crisis asmática,55,5,6,17,22,5,2023/01/23,F,C4,130647.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,97,4,2,5,41,45,23-01-2023,F,C4,97476.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,130,12,11,25,59,23,2023/01/23,F,C5,115797.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,1,Influenza y neumonia,26,3,0,4,12,7,2023/01/23,M,C3,120249.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,2,Infeccion respiratoria aguda alta,57,3,6,9,26,13,23-01-2023,F,C4,131468.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,83,23,22,19,17,2,23-01-2023,M,C4,72118.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,4,Crisis asmática,133,8,17,31,60,17,23-01-2023,M,C2,98257.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,5,Insuficiencia respiratoria aguda,65,2,3,4,26,30,2023/01/23,F,C3,78249.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,4,6,COVID-19 sospecha/confirmada,93,9,15,13,45,11,23.01.23,F,C2,112131.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,1,Influenza y neumonia,169,12,11,23,71,52,23-01-2023,F,C2,92987.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,2,Infeccion respiratoria aguda alta,73,4,9,20,31,9,2023/01/23,F,C4,95749.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,138,34,37,26,30,11,2023/01/23,F,C5,70829.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,4,Crisis asmática,61,3,8,10,32,8,23.01.23,F,C3,76166.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,5,Insuficiencia respiratoria aguda,109,9,4,8,33,55,23.01.23,F,C1,123966.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,4,6,COVID-19 sospecha/confirmada,187,16,20,38,891,29,2023/01/23,F,C4,93472.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,1,Influenza y neumonia,50,4,5,6,22,13,23.01.23,F,C3,99123.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,2,Infeccion respiratoria aguda alta,133,6,15,21,66,25,23.01.23,F,C5,103158.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,3,Bronquitis/Bronquiolitis aguda,73,21,12,13,21,6,2023/01/23,M,C3,123998.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,4,Crisis asmática,148,7,18,44,65,14,2023/01/23,M,C4,147545.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,5,Insuficiencia respiratoria aguda,133,2,6,7,49,69,23.01.23,M,C4,111207.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,4,6,COVID-19 sospecha/confirmada,167,12,24,32,77,22,23.01.23,M,C3,137266.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,1,Influenza y neumonia,72,8,4,14,28,18,2023/01/30,F,C4,47800.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,151,15,21,26,70,19,30.01.23,M,C4,100183.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,243,82,63,37,43,18,2023/01/30,M,C2,23320.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,4,Crisis asmática,202,7,24,56,95,20,30-01-2023,F,C4,53629.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),,-70.3126,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,74,0,5,3,28,38,30.01.23,F,C2,119459.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,96,7,13,22,43,11,30-01-2023,M,C1,102655.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,1,Influenza y neumonia,207,14,24,26,90,53,2023/01/30,F,C3,136873.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,95,3,9,23,50,10,30-01-2023,F,C4,134395.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,103,39,24,21,16,3,30-01-2023,F,C1,164476.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,4,Crisis asmática,138,7,14,35,64,18,30.01.23,M,C3,143341.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,164,4,8,7,55,90,2023/01/30,F,C3,107019.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,142,11,16,25,64,26,30-01-2023,M,C1,136283.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,1,Influenza y neumonia,162,14,15,17,62,54,30-01-2023,F,C2,139002.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,2,Infeccion respiratoria aguda alta,88,3,17,19,36,13,30-01-2023,F,C4,113110.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,148,53,30,35,21,9,2023/01/30,M,C3,110086.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,4,Crisis asmática,89,1,12,39,30,7,30-01-2023,F,C3,90005.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,5,Insuficiencia respiratoria aguda,111,6,9,12,24,60,30.01.23,F,C2,111717.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,5,6,COVID-19 sospecha/confirmada,173,6,22,40,85,20,30-01-2023,M,C5,73674.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,1,Influenza y neumonia,65,5,7,11,26,16,30-01-2023,M,C2,92752.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,AMBULATORIA (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,2,Infeccion respiratoria aguda alta,60,4,10,11,27,8,30-01-2023,M,C4,78415.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,87,30,31,9,13,4,30-01-2023,M,C2,66317.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,4,Crisis asmática,96,5,12,31,33,15,30-01-2023,M,C5,124041.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,5,Insuficiencia respiratoria aguda,42,1,2,0,16,23,2023/01/30,M,C4,78391.0
131622,SAPU Pudahuel Sur,13,Metropolitana,13126,Pudahuel,8,Servicio de Salud Metropolitano Occidente,Centro de Salud,Municipal,Primario,Ambulatoria (SAPU),-33.4372,-70.7766,Baja Complejidad,2023,5,6,COVID-19 sospecha/confirmada,179,11,19,42,90,17,30-01-2023,F,C3,94787.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,1,Influenza y neumonia,159,9,23,25,65,37,2023/01/30,F,C5,96271.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,2,Infeccion respiratoria aguda alta,84,9,14,15,34,12,2023/01/30,M,C2,54061.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,3,Bronquitis/Bronquiolitis aguda,128,25,23,30,45,5,30.01.23,F,C3,102726.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,,-38.7397,-72.5984,Alta Complejidad,2023,5,4,Crisis asmática,41,3,6,12,18,2,30.01.23,,C1,122231.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,5,Insuficiencia respiratoria aguda,51,2,3,2,21,23,2023/01/30,F,C3,70644.0
910333,Hospital Regional de Temuco,9,La Araucania,9101,Temuco,13,Servicio de Salud Araucania Sur,Hospital,Servicio de Salud,Terciario,Urgencia Hospitalaria Especializada,-38.7397,-72.5984,Alta Complejidad,2023,5,6,COVID-19 sospecha/confirmada,61,3,8,13,27,10,2023/01/30,F,C4,145066.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,1,Influenza y neumonia,180,12,18,18,75,57,06-02-2023,M,C4,80886.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,2,Infeccion respiratoria aguda alta,85,10,11,14,40,10,06-02-2023,M,C3,118219.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,3,Bronquitis/Bronquiolitis aguda,115,30,29,17,29,10,06-02-2023,M,C1,81120.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,4,Crisis asmática,85,7,10,28,32,8,06-02-2023,M,C3,122557.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,5,Insuficiencia respiratoria aguda,98,2,6,9,26,55,06.02.23,F,C2,50657.0
110901,Hospital Regional de Arica Dr. Juan Noe,15,Arica y Parinacota,15101,Arica,1,Servicio de Salud Arica,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-18.4783,-70.3126,Alta Complejidad,2023,6,6,COVID-19 sospecha/confirmada,226,13,35,40,107,31,06-02-2023,M,C4,106845.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,6,1,Influenza y neumonia,117,8,14,13,59,23,06.02.23,F,C1,119649.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,6,2,Infeccion respiratoria aguda alta,59,0,6,14,24,15,2023/02/06,F,C3,87079.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,6,3,Bronquitis/Bronquiolitis aguda,74,13,25,11,22,3,06-02-2023,M,C4,80168.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,6,4,Crisis asmática,128,6,19,41,49,13,06-02-2023,F,C3,88984.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,6,5,Insuficiencia respiratoria aguda,71,0,2,6,21,42,2023/02/06,F,C5,39158.0
130215,Hospital Dr. Gustavo Fricke,5,Valparaiso,5109,Vina del Mar,5,Servicio de Salud Vina del Mar-Quillota,Hospital,Servicio de Salud,Terciario,Hospitalaria (UEH),-33.0245,-71.5518,Alta Complejidad,2023,6,6,COVID-19 sospecha/confirmada,231,15,29,39,107,41,06.02.23,F,C4,131349.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,6,1,Influenza y neumonia,186,18,17,30,72,49,06-02-2023,F,C5,68502.0
131450,SAR La Reina,13,Metropolitana,13115,La Reina,9,Servicio de Salud Metropolitano Oriente,Centro de Salud,Municipal,Primario,Ambulatoria (SAR),-33.4429,-70.5477,Baja Complejidad,2023,6,2,Infeccion respirat0ria agudaa alta,62,8,4,16,26,8,06-02-2023,M,C3,96936.0
